"Compound_Name","molar_mass_g_mol","exact_mass_da","formula","lipinski_ro5","atom_count","heavy_atom_count","asymmetric_atom_count","rotatable_bond_count","ring_count","aromatic_ring_count","hetero_ring_count","fsp3","hbd_count","hba_count","formal_charge","tpsa_a2","rel_polar_sa","polarizability_a3","molar_refractivity_cm3_mol","vdw_volume_a3","min_projection_area_a2","max_projection_area_a2","min_projection_radius_a","max_projection_radius_a","vdw_surface_area_a2","solvent_accessible_surface_area_a2","pka_acid_strongest","pka_base_strongest","isoelectric_point","intrinsic_solubility_logS","solubility_category","logp","logd_ph0","logd_ph1","logd_ph2","logd_ph3","logd_ph4","logd_ph5","logd_ph6","logd_ph7","logD_pH7_4_interp","logd_ph8","logd_ph9","logd_ph10","logd_ph11","logd_ph12","logd_ph13","logd_ph14","hlb","iupac_name","smiles","inchi","inchikey","traditional_name","common_names","cas_registry_numbers","smiles_ew","formula_EW","molwt_EW","rb_EW","glob_EW","pbf_EW","func_group_EW","CID","smiles_PC","CAS_PC","MW_Da_PC","Dominant_charge_pH_7_4","Dominant_charge_pH_7_4_code","per_dominant_charge_pH_7_4","Charge_pH_7_4_num","func_group_updated","func_group_other","CODE_2","CODE","Class_abbrv","Class_abbrv_2","hydrophilic_compound","lowglob","lowflex","ENTRY_compound","Neg_charge_T_F","Positive_charge_T_F","Zwitt_charge_T_F","Uncharged_T_F","Group","spp_7_4"
"Ceftibuten","410.42","410.035476535","C15H14N4O6S2","true","41","27","2","6","3","1","3","0.27","4","8","0","162.92",0.363717545152144,"36.25","97.02","313.74","61.37","94.23","5.52","6.95","447.93","529.44","3.01","4.69","3.35","-3.91","Moderate","-1.43","-3.33","-2.28","-1.79","-1.43","-1.7","-2.96","-4.75","-6.36",-6.684,"-7.17","-7.34","-7.37","-7.47","-8.24","-9.59","-10.63","23.87","(6R,7R)-7-[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-4-carboxybut-2-enamido]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","NC1=NC(=CS1)C(=C\CC(O)=O)\C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O","InChI=1S/C15H14N4O6S2/c16-15-17-7(5-27-15)6(1-2-9(20)21)11(22)18-10-12(23)19-8(14(24)25)3-4-26-13(10)19/h1,3,5,10,13H,2,4H2,(H2,16,17)(H,18,22)(H,20,21)(H,24,25)/b6-1-/t10-,13-/m1/s1","UNJFKXSSGBWRBZ-BJCIPQKHSA-N","ceftibuten","ceftibuten; ceftibutene; ceftibuteno; ceftibutenum; cis-ceftibuten","97519-39-6","NC1=NC(=CS1)C(=C\CC(O)=O)\C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O","C15H14N4O6S2",410.425,6,0.119103,1.03063,"No Amine",5282242,"C1C=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)/C(=C\CC(=O)O)/C3=CSC(=N3)N)C(=O)O","97519-39-6",410.4,"(-2)","--",0.998,-2,"No Amine","No Amine","Antibiotic","Antibiotic","Cephm","Cephm",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Cefaclor","367.8","367.0393548","C15H14ClN3O4S","true","38","24","3","4","3","1","2","0.27","3","5","0","112.73",0.270992091156037,"34.7","89.56","287.82","56.32","77.77","4.8","6.08","415.99","477.65","2.82","7.23","5.1","-4.47","Moderate","-2.31","-6.21","-4.41","-3.16","-2.5","-2.33","-2.31","-2.33","-2.49",-2.702,"-3.02","-3.46","-3.57","-3.65","-4.04","-4.87","-5.84","26.56","(6R,7R)-7-[(2R)-2-amino-2-phenylacetamido]-3-chloro-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","N[C@@H](C(=O)N[C@H]1[C@H]2SCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1","InChI=1S/C15H14ClN3O4S/c16-8-6-24-14-10(13(21)19(14)11(8)15(22)23)18-12(20)9(17)7-4-2-1-3-5-7/h1-5,9-10,14H,6,17H2,(H,18,20)(H,22,23)/t9-,10-,14-/m1/s1","QYIYFLOTGYLRGG-GPCCPHFNSA-N","cefaclor","cefaclor; cefaclorum","53994-73-3, 143059-69-2","N[C@@H](C(=O)N[C@H]1[C@H]2SCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1","C15H14ClN3O4S",367.807,4,0.0556511,0.663537,"Primary Amine",51039,"C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)Cl","53994-73-3",367.8,"(-1)","-",0.597,-0.6,"Primary Amine","Primary Amine","Antibiotic","Antibiotic","Cephm","Cephm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Group 1","Anion"
"Cefadroxil","363.39","363.088891833","C16H17N3O5S","true","42","25","3","4","3","1","2","0.31","4","6","0","132.96",0.299472949231947,"35.27","90.95","299.26","43.92","92.47","4.39","8.04","443.98","499.95","3.51","7.22","5.49","-3.52","High","-2.45","-6.64","-4.81","-3.54","-2.92","-2.53","-2.45","-2.46","-2.62",-2.84,"-3.17","-3.72","-4.33","-5.21","-6.06","-7.07","-8.14","27.86","(6R,7R)-7-[(2R)-2-amino-2-(4-hydroxyphenyl)acetamido]-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=C(O)C=C1)C2=O)C(O)=O","InChI=1S/C16H17N3O5S/c1-7-6-25-15-11(14(22)19(15)12(7)16(23)24)18-13(21)10(17)8-2-4-9(20)5-3-8/h2-5,10-11,15,20H,6,17H2,1H3,(H,18,21)(H,23,24)/t10-,11-,15-/m1/s1","BOEGTKLJZSQCCD-UEKVPHQBSA-N","cephadroxil","D-cefadroxil; cefadroxil anhydrous; cefadroxilo; cefadroxilum; cephadroxil","50370-12-2","CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=C(O)C=C1)C2=O)C(O)=O","C16H17N3O5S",363.388,4,0.0595045,0.7889,"Primary Amine",47965,"CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O","50370-12-2",363.4,"(-1)","-",0.591,-0.61,"Primary Amine","Primary Amine","Antibiotic","Antibiotic","Cephm","Cephm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Group 1","Anion"
"Cefamandole","462.5","462.078010052","C18H18N6O5S2","true","49","31","3","7","4","2","3","0.33","3","8","0","150.54",0.277462400471837,"43.36","126.65","364.75","58.25","98.53","5.1","7.56","542.56","616.98","3.41","2.11","2.78","-4.6","Moderate","-0.24","-3.64","-1.79","-0.5","-0.24","-0.75","-1.66","-2.6","-3.27",-3.35,"-3.47","-3.5","-3.52","-3.68","-4.21","-5.09","-6.65","23.01","(6R,7R)-7-[(2R)-2-hydroxy-2-phenylacetamido]-3-{[(1-methyl-1H-1,2,3,4-tetrazol-5-yl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","CN1N=NN=C1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](O)C1=CC=CC=C1)C2=O)C(O)=O","InChI=1S/C18H18N6O5S2/c1-23-18(20-21-22-23)31-8-10-7-30-16-11(15(27)24(16)12(10)17(28)29)19-14(26)13(25)9-5-3-2-4-6-9/h2-6,11,13,16,25H,7-8H2,1H3,(H,19,26)(H,28,29)/t11-,13-,16-/m1/s1","OLVCFLKTBJRLHI-AXAPSJFSSA-N","cefamandole","L-cefamandole; cefadole; cefamandol; cefamandole; cefamandolum; cephadole; cephamandole","34444-01-4","CN1N=NN=C1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](O)C1=CC=CC=C1)C2=O)C(O)=O","C18H18N6O5S2",462.503,7,0.143717,1.30991,"No Amine",456255,"CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)[C@@H](C4=CC=CC=C4)O)SC2)C(=O)O","34444-01-4",462.5,"(-1)","-",1,-1,"No Amine","No Amine","Antibiotic","Antibiotic","Cephm","Cephm",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Cefazolin","454.5","454.030014485","C14H14N8O4S3","true","43","29","2","7","4","2","4","0.43","2","9","0","156.09",0.311619085645838,"39.86","119.86","339.08","62.38","94.54","5.38","7.64","500.9","613.95","3.03","1.66","2.44","-4.13","Moderate","-1.91","-5.18","-3.02","-1.95","-1.91","-2.55","-3.49","-4.39","-4.92",-4.964,"-5.03","-5.05","-5.1","-5.36","-5.88","-6.44","-7.3","23.61","(6R,7R)-3-{[(5-methyl-1,3,4-thiadiazol-2-yl)sulfanyl]methyl}-8-oxo-7-[2-(1H-1,2,3,4-tetrazol-1-yl)acetamido]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","CC1=NN=C(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)CN2C=NN=N2)C3=O)C(O)=O)S1","InChI=1S/C14H14N8O4S3/c1-6-17-18-14(29-6)28-4-7-3-27-12-9(11(24)22(12)10(7)13(25)26)16-8(23)2-21-5-15-19-20-21/h5,9,12H,2-4H2,1H3,(H,16,23)(H,25,26)/t9-,12-/m1/s1","MLYYVTUWGNIJIB-BXKDBHETSA-N","cefazolin","cefamezin; cefazolin; cefazolina; cefazolinum; cephamezine; cephazolidin; cephazoline","25953-19-9","CC1=NN=C(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)CN2C=NN=N2)C3=O)C(O)=O)S1","C14H14N8O4S3",454.507,7,0.0516256,0.81931,"No Amine",33255,"CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O","25953-19-9",454.5,"(-1)","-",1,-1,"No Amine","No Amine","Antibiotic","Antibiotic","Cephm","Cephm",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Cefdinir","395.41","395.035810887","C14H13N5O5S2","true","39","26","2","5","3","1","3","0.21","4","8","0","158.21",0.379282238151176,"35.27","94.34","300.14","54.22","89.42","5.32","7.2","417.13","451.91","2.92","3.7","3.29","-4.28","Moderate","-0.82","-3.29","-2.1","-1.37","-0.82","-1.02","-1.85","-2.78","-3.48",-3.668,"-3.95","-4.71","-5.53","-5.95","-6.14","-6.66","-7.55","23.11","(6R,7R)-7-[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(N-hydroxyimino)acetamido]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","NC1=NC(=CS1)C(=N\O)\C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O","InChI=1S/C14H13N5O5S2/c1-2-5-3-25-12-8(11(21)19(12)9(5)13(22)23)17-10(20)7(18-24)6-4-26-14(15)16-6/h2,4,8,12,24H,1,3H2,(H2,15,16)(H,17,20)(H,22,23)/b18-7-/t8-,12-/m1/s1","RTXOFQZKPXMALH-GHXIOONMSA-N","cefdinir","CFDN; abbott brand of cefdinir; cefdinir; cefdinir (substance); cefdinir preparation; cefdinir product; cefdinir product (product); cefdinirum; cefdinyl; cefdirnir; cefzon; omnicef","91832-40-5","NC1=NC(=CS1)C(=N\O)\C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O","C14H13N5O5S2",395.414,5,0.0639176,0.875291,"No Amine",6915944,"C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\O)/C3=CSC(=N3)N)SC1)C(=O)O","91832-40-5",395.4,"(-1)","-",0.782,-1.21,"No Amine","No Amine","Antibiotic","Antibiotic","Cephm","Cephm",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Cefditoren","506.57","506.050081226","C19H18N6O5S3","false","51","33","2","7","4","2","4","0.26","3","9","0","160.1",0.283297648328703,"46.24","124.18","392.14","65.28","118.32","6.07","8.43","565.13","669.7","2.46","3.75","3.36","-5.42","Low","-0.16","-3.14","-1.77","-0.9","-0.09","-0.16","-0.97","-1.89","-2.54",-2.616,"-2.73","-2.76","-2.8","-3.11","-4.04","-5.11","-6.06","21.85","(6R,7R)-7-[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetamido]-3-[(1Z)-2-(4-methyl-1,3-thiazol-5-yl)ethenyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(\C=C/C3=C(C)N=CS3)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1","InChI=1S/C19H18N6O5S3/c1-8-11(33-7-21-8)4-3-9-5-31-17-13(16(27)25(17)14(9)18(28)29)23-15(26)12(24-30-2)10-6-32-19(20)22-10/h3-4,6-7,13,17H,5H2,1-2H3,(H2,20,22)(H,23,26)(H,28,29)/b4-3-,24-12-/t13-,17-/m1/s1","KMIPKYQIOVAHOP-YLGJWRNMSA-N","cefditoren","cefditoren","104145-95-1","CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(\C=C/C3=C(C)N=CS3)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1","C19H18N6O5S3",506.578,7,0.100202,1.09041,"No Amine",9870843,"CC1=C(SC=N1)/C=C\C2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)O","104145-95-1",506.6,"(-1)","-",1,-1,"No Amine","No Amine","Antibiotic","Antibiotic","Cephm","Cephm",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Cefixime","453.44","453.041290191","C16H15N5O7S2","true","45","30","2","8","3","1","3","0.25","4","10","0","184.51",0.374350754747606,"39.59","104.91","345.32","52.39","112.07","5.38","8.97","492.88","597.12","2.66","4.1","2.92","-4.59","Moderate","-1.2","-3.66","-2.29","-1.54","-1.2","-1.93","-3.57","-5.43","-6.82",-6.996,"-7.26","-7.33","-7.36","-7.61","-8.55","-9.67","-10.63","24.22","(6R,7R)-7-[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-[(carboxymethoxy)imino]acetamido]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","NC1=NC(=CS1)C(=N\OCC(O)=O)\C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O","InChI=1S/C16H15N5O7S2/c1-2-6-4-29-14-10(13(25)21(14)11(6)15(26)27)19-12(24)9(20-28-3-8(22)23)7-5-30-16(17)18-7/h2,5,10,14H,1,3-4H2,(H2,17,18)(H,19,24)(H,22,23)(H,26,27)/b20-9-/t10-,14-/m1/s1","OKBVVJOGVLARMR-QSWIMTSFSA-N","cefixime","(-)-cefixim; cefixime","79350-37-1","NC1=NC(=CS1)C(=N\OCC(O)=O)\C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O","C16H15N5O7S2",453.45,8,0.0839773,0.960782,"No Amine",5362065,"C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OCC(=O)O)/C3=CSC(=N3)N)SC1)C(=O)O","79350-37-1",453.5,"(-2)","--",0.999,-2,"No Amine","No Amine","Antibiotic","Antibiotic","Cephm","Cephm",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Cefmetazole","471.53","471.045330197","C15H17N7O5S3","true","47","30","2","9","3","1","3","0.53","2","9","0","163.33",0.295523630310487,"42.42","124.57","364.08","57.59","107.74","5.01","9.33","552.68","680.56","3.51","2.18","2.77","-4.07","Moderate","-0.95","-4.5","-2.65","-1.28","-0.95","-1.4","-2.28","-3.22","-3.92",-4.012,"-4.15","-4.19","-4.29","-4.68","-5.03","-5.11","-5.12","25.21","(6R,7S)-7-{2-[(cyanomethyl)sulfanyl]acetamido}-7-methoxy-3-{[(1-methyl-1H-1,2,3,4-tetrazol-5-yl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","CO[C@]1(NC(=O)CSCC#N)[C@H]2SCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O","InChI=1S/C15H17N7O5S3/c1-21-14(18-19-20-21)30-6-8-5-29-13-15(27-2,17-9(23)7-28-4-3-16)12(26)22(13)10(8)11(24)25/h13H,4-7H2,1-2H3,(H,17,23)(H,24,25)/t13-,15-/m1/s1","SNBUBQHDYVFSQF-HIFRSBDPSA-N","cefmetazole","cefmetazole; cefmetazolo; cefmetazolo [inn-spanish]; cefmetazolum","56796-20-4","CO[C@]1(NC(=O)CSCC#N)[C@H]2SCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O","C15H17N7O5S3",471.534,9,0.114685,1.1815,"No Amine",42008,"CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)O","56796-20-4",471.5,"(-1)","-",0.999,-1,"No Amine","No Amine","Antibiotic","Antibiotic","Cephm","Cephm",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Cefotaxime","455.46","455.056940255","C16H17N5O7S2","true","47","30","2","8","3","1","3","0.37","3","9","0","173.51",0.329009992984053,"40.08","105.11","353.28","62.2","101.03","5.02","8.55","527.37","654.92","2.92","3.67","3.27","-4.07","Moderate","-1.45","-4.35","-2.94","-2.04","-1.45","-1.67","-2.51","-3.43","-4.06",-4.128,"-4.23","-4.26","-4.29","-4.55","-5.49","-6.6","-7.56","24.04","(6R,7R)-3-[(acetyloxy)methyl]-7-[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetamido]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(COC(C)=O)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1","InChI=1S/C16H17N5O7S2/c1-6(22)28-3-7-4-29-14-10(13(24)21(14)11(7)15(25)26)19-12(23)9(20-27-2)8-5-30-16(17)18-8/h5,10,14H,3-4H2,1-2H3,(H2,17,18)(H,19,23)(H,25,26)/b20-9-/t10-,14-/m1/s1","GPRBEKHLDVQUJE-QSWIMTSFSA-N","cefotaxime","N/A","63527-52-6, 60846-21-1, 1056874-43-1","CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(COC(C)=O)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1","C16H17N5O7S2",455.465,8,0.0633306,0.860276,"No Amine",5742673,"CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/C3=CSC(=N3)N)SC1)C(=O)O","63527-52-6",455.5,"(-1)","-",1,-1,"No Amine","No Amine","Antibiotic","Antibiotic","Cephm","Cephm",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Cefotetan","575.6","575.002145231","C17H17N7O8S4","false","53","36","3","9","4","1","4","0.41","4","11","0","219.93",0.360765722909353,"50.3","153.55","422.94","77.77","109.84","6.41","8.33","609.62","713.63","3.35","2.08","2.61","-4.99","Low","-0.74","-4.22","-2.18","-0.94","-0.74","-1.49","-3.13","-5.02","-6.58",-6.864,"-7.29","-7.43","-7.53","-7.89","-8.27","-8.36","-8.35","33.04","(6R,7S)-7-{4-[carbamoyl(carboxy)methylidene]-1,3-dithietane-2-amido}-7-methoxy-3-{[(1-methyl-1H-1,2,3,4-tetrazol-5-yl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","CO[C@]1(NC(=O)C2SC(S2)=C(C(N)=O)C(O)=O)[C@H]2SCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O","InChI=1S/C17H17N7O8S4/c1-23-16(20-21-22-23)34-4-5-3-33-15-17(32-2,14(31)24(15)7(5)11(29)30)19-9(26)13-35-12(36-13)6(8(18)25)10(27)28/h13,15H,3-4H2,1-2H3,(H2,18,25)(H,19,26)(H,27,28)(H,29,30)/t13?,15-,17-/m1/s1","SRZNHPXWXCNNDU-RHBCBLIFSA-N","cefotetan","cefotetan","69712-56-7","CO[C@]1(NC(=O)C2SC(S2)=C(C(N)=O)C(O)=O)[C@H]2SCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O","C17H17N7O8S4",575.619,9,0.0740319,1.11531,"No Amine",53025,"CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O","69712-56-7",575.6,"(-2)","--",0.999,-2,"No Amine","No Amine","Antibiotic","Antibiotic","Cephm","Cephm",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Cefoxitin","427.45","427.050792247","C16H17N3O7S2","true","45","28","2","8","3","1","3","0.37","3","6","0","148.26",0.289643854885029,"38.31","98.76","335.61","57.37","98.2","5.46","7.94","511.87","596.04","3.68","2.3","3.01","-3.74","High","0.05","-3.74","-1.88","-0.41","0.05","-0.3","-1.14","-2.09","-2.88",-3.004,"-3.19","-3.24","-3.28","-3.51","-3.96","-4.15","-4.11","23.92","(6R,7S)-3-[(carbamoyloxy)methyl]-7-methoxy-8-oxo-7-[2-(thiophen-2-yl)acetamido]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","CO[C@]1(NC(=O)CC2=CC=CS2)[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O","InChI=1S/C16H17N3O7S2/c1-25-16(18-10(20)5-9-3-2-4-27-9)13(23)19-11(12(21)22)8(6-26-15(17)24)7-28-14(16)19/h2-4,14H,5-7H2,1H3,(H2,17,24)(H,18,20)(H,21,22)/t14-,16-/m1/s1","WZOZEZRFJCJXNZ-ZBFHGGJFSA-N","cefoxitin","cefoxitin","35607-66-0, 73356-24-8","CO[C@]1(NC(=O)CC2=CC=CS2)[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O","C16H17N3O7S2",427.452,8,0.124945,1.08839,"No Amine",441199,"CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3","35607-66-0",427.5,"(-1)","-",1,-1,"No Amine","No Amine","Antibiotic","Antibiotic","Cephm","Cephm",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Cefpodoxime","427.45","427.062025635","C15H17N5O6S2","true","45","28","2","7","3","1","3","0.4","3","9","0","156.44",0.312542454149518,"38.1","100.71","334.2","51.99","104.99","4.86","8.35","500.54","626.13","2.93","3.69","3.29","-3.83","High","-1.23","-4.14","-2.74","-1.84","-1.23","-1.43","-2.26","-3.19","-3.84",-3.916,"-4.03","-4.06","-4.09","-4.33","-5.26","-6.4","-7.36","23.62","(6R,7R)-7-[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetamido]-3-(methoxymethyl)-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","COCC1=C(N2[C@H](SC1)[C@H](NC(=O)C(=N/OC)\C1=CSC(N)=N1)C2=O)C(O)=O","InChI=1S/C15H17N5O6S2/c1-25-3-6-4-27-13-9(12(22)20(13)10(6)14(23)24)18-11(21)8(19-26-2)7-5-28-15(16)17-7/h5,9,13H,3-4H2,1-2H3,(H2,16,17)(H,18,21)(H,23,24)/b19-8-/t9-,13-/m1/s1","WYUSVOMTXWRGEK-HBWVYFAYSA-N","cefpodoxime","banan; cefpodoxima; cefpodoxime; cefpodoxime (product); cefpodoxime (substance); cefpodoxime preparation; cefpodoxime sodium salt; cefpodoximum; cpdx-PR; doxef; orelox; otreon; podomexef; vantin","80210-62-4, 82619-04-3","COCC1=C(N2[C@H](SC1)[C@H](NC(=O)C(=N/OC)\C1=CSC(N)=N1)C2=O)C(O)=O","C15H17N5O6S2",427.455,7,0.0802953,1.02026,"No Amine",6335986,"COCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/C3=CSC(=N3)N)SC1)C(=O)O","80210-62-4",427.5,"(-1)","-",1,-1,"No Amine","No Amine","Antibiotic","Antibiotic","Cephm","Cephm",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Cefprozil","389.43","389.104541898","C18H19N3O5S","true","46","27","3","5","3","1","2","0.28","4","6","0","132.96",0.279192826995359,"38.68","101.27","325.48","46.35","99.11","4.28","8.7","476.23","545.45","3.56","7.22","5.53","-4.49","Moderate","-1.92","-5.83","-4.04","-2.92","-2.4","-2.01","-1.92","-1.93","-2.09",-2.31,"-2.64","-3.2","-3.8","-4.67","-5.51","-6.52","-7.61","27.46","(6R,7R)-7-[(2R)-2-amino-2-(4-hydroxyphenyl)acetamido]-8-oxo-3-(prop-1-en-1-yl)-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","CC=CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=C(O)C=C1)C2=O)C(O)=O","InChI=1S/C18H19N3O5S/c1-2-3-10-8-27-17-13(16(24)21(17)14(10)18(25)26)20-15(23)12(19)9-4-6-11(22)7-5-9/h2-7,12-13,17,22H,8,19H2,1H3,(H,20,23)(H,25,26)/t12-,13-,17-/m1/s1","WDLWHQDACQUCJR-PBFPGSCMSA-N","cefprozilo","cefprozilo; cefprozilum","92665-29-7","CC=CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=C(O)C=C1)C2=O)C(O)=O","C18H19N3O5S",389.426,5,0.202988,1.1284,"Primary Amine",62977,"CC=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O","92665-29-7",389.4,"(-1)","-",0.591,-0.61,"Primary Amine","Primary Amine","Antibiotic","Antibiotic","Cephm","Cephm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Group 1","Anion"
