"Compound_Name","molar_mass_g_mol","exact_mass_da","formula","lipinski_ro5","atom_count","heavy_atom_count","asymmetric_atom_count","rotatable_bond_count","ring_count","aromatic_ring_count","hetero_ring_count","fsp3","hbd_count","hba_count","formal_charge","tpsa_a2","rel_polar_sa","polarizability_a3","molar_refractivity_cm3_mol","vdw_volume_a3","min_projection_area_a2","max_projection_area_a2","min_projection_radius_a","max_projection_radius_a","vdw_surface_area_a2","solvent_accessible_surface_area_a2","pka_acid_strongest","pka_base_strongest","isoelectric_point","intrinsic_solubility_logS","solubility_category","logp","logd_ph0","logd_ph1","logd_ph2","logd_ph3","logd_ph4","logd_ph5","logd_ph6","logd_ph7","logD_pH7_4_interp","logd_ph8","logd_ph9","logd_ph10","logd_ph11","logd_ph12","logd_ph13","logd_ph14","hlb","iupac_name","smiles","inchi","inchikey","traditional_name","common_names","cas_registry_numbers","smiles_ew","formula_EW","molwt_EW","rb_EW","glob_EW","pbf_EW","func_group_EW","CID","smiles_PC","CAS_PC","MW_Da_PC","Dominant_charge_pH_7_4","Dominant_charge_pH_7_4_code","per_dominant_charge_pH_7_4","Charge_pH_7_4_num","func_group_updated","func_group_other","CODE_2","CODE","Class_abbrv","Class_abbrv_2","hydrophilic_compound","lowglob","lowflex","ENTRY_compound","Neg_charge_T_F","Positive_charge_T_F","Zwitt_charge_T_F","Uncharged_T_F","Group","spp_7_4"
"Dibekacin","451.521","451.264213171","C18H37N5O8","false","68","31","13","6","3","0","2","1.0","9","13","0","247.94",0.38323853097564,"44.75","105.38","414.76","65.67","114.47","5.45","7.95","646.96","535.42","12.54","9.33","11.01","-0.18","High","-5.33","-20.5","-20.5","-20.49","-20.48","-20.33","-19.59","-17.49","-13.61",-11.954,"-9.47","-6.54","-5.51","-5.36","-5.45","-6.13","-8.11","42.2","(2S,3R,4S,5S,6R)-4-amino-2-{[(1S,2S,3R,4S,6R)-4,6-diamino-3-{[(2R,3R,6S)-3-amino-6-(aminomethyl)oxan-2-yl]oxy}-2-hydroxycyclohexyl]oxy}-6-(hydroxymethyl)oxane-3,5-diol","NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1","InChI=1S/C18H37N5O8/c19-4-6-1-2-7(20)17(28-6)30-15-8(21)3-9(22)16(14(15)27)31-18-13(26)11(23)12(25)10(5-24)29-18/h6-18,24-27H,1-5,19-23H2/t6-,7-,8+,9-,10-,11+,12-,13-,14-,15-,16+,17-,18-/m1/s1","JJCQSGDBDPYCEO-XVZSLQNASA-N","dibekacin","3',4' dideoxykanamycin B; 3',4' dideoxykanamycin b; 3',4'-dideoxykanamycin B; 3',4'-dideoxykanamycin b; B, 3',4'-dideoxykanamycin; DKB; DKM; b, 3',4'-dideoxykanamycin; debecacin; dibekacin; dibekacin sulphate; dibekacina; dibekacine; dibekacinum; dideoxykanamycin B; dideoxykanamycine; kappati; panamicin; sulfate, dibekacin; sulphate, dibekacin; 地贝卡星","34493-98-6","NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1","C18H37N5O8",451.515,6,0.147391,1.05752,"Primary Amine",470999,"C1C[C@H]([C@H](O[C@@H]1CN)O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N)N)N","34493-98-6",451.5,"(+5)","+++++",0.462,4.32,"Primary Amine","Primary Amine","Antibiotic","Antibiotic","Aminoglycoside","Aminoglycoside",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Group 2","cation"
"Gentamicin","477.603","477.316248745","C21H43N5O7","false","76","33","13","7","3","0","2","1.0","8","12","0","199.73",0.265944981491838,"49.57","118.02","458.54","70.7","120.32","5.97","8.59","751.02","647.55","12.55","10.03","11.22","-0.42","High","-3.14","-18.72","-18.72","-18.72","-18.7","-18.56","-17.81","-15.74","-12.03",-10.394,"-7.94","-4.86","-3.5","-3.2","-3.26","-3.92","-5.84","39.75","2-{[4,6-diamino-3-({3-amino-6-[1-(methylamino)ethyl]oxan-2-yl}oxy)-2-hydroxycyclohexyl]oxy}-5-methyl-4-(methylamino)oxane-3,5-diol","CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1","InChI=1/C21H43N5O7/c1-9(25-3)13-6-5-10(22)19(31-13)32-16-11(23)7-12(24)17(14(16)27)33-20-15(28)18(26-4)21(2,29)8-30-20/h9-20,25-29H,5-8,22-24H2,1-4H3","CEAZRRDELHUEMR-UHFFFAOYNA-N","gentamicin","G-mycin; G-myticin; alcomicin; cidomycin; garamycin otic solution; garasol; genoptic liquifilm; gentacycol; gentamar; gentamcin sulfate; gentamicin; gentamicina; gentamicine; gentamicinum; gentamycin; gentamycin-creme; gentamycins; gentamycinum; gentavet; gentocin; jenamicin; ocu-mycin; refobacin TM; spectro-genta; uromycine","1403-66-3, 1294497-75-8","CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1","C21H43N5O7",477.595,7,0.124085,1.06891,"Primary Amine",3467,"CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC","1403-66-3",477.6,"(+4)","++++",0.477,4.36,"Primary Amine","Primary Amine","Antibiotic","Antibiotic","Aminoglycoside","Aminoglycoside",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Group 2","cation"
"Isepamicin","569.609","569.290821845","C22H43N5O12","false","82","39","15","9","3","0","2","0.95","12","16","0","297.72",0.368981372463966,"53.86","128.43","512.3","72.92","128.09","6.05","9.05","806.87","662.66","11.95","9.24","10.54","0.21","High","-7.3","-21.97","-21.06","-20.19","-19.74","-19.61","-19.25","-17.46","-14.02",-12.564,"-10.38","-8.01","-7.39","-7.34","-7.59","-8.86","-11.38","45.11","(2S)-3-amino-N-[(1R,2S,3S,4R,5S)-5-amino-4-{[(2R,3R,4S,5S,6R)-6-(aminomethyl)-3,4,5-trihydroxyoxan-2-yl]oxy}-2-{[(2R,3R,4R,5R)-3,5-dihydroxy-5-methyl-4-(methylamino)oxan-2-yl]oxy}-3-hydroxycyclohexyl]-2-hydroxypropanamide","CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@@H](C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)NC(=O)[C@@H](O)CN)OC[C@]1(C)O","InChI=1S/C22H43N5O12/c1-22(35)6-36-20(15(33)18(22)26-2)39-17-8(27-19(34)9(28)4-23)3-7(25)16(14(17)32)38-21-13(31)12(30)11(29)10(5-24)37-21/h7-18,20-21,26,28-33,35H,3-6,23-25H2,1-2H3,(H,27,34)/t7-,8+,9-,10+,11+,12-,13+,14+,15+,16+,17-,18-,20+,21+,22+/m0/s1","UDIIBEDMEYAVNG-ZKFPOVNWSA-N","isepamicin","N/A","58152-03-7","CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@@H](C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)NC(=O)[C@@H](O)CN)OC[C@]1(C)O","C22H43N5O12",569.603,9,0.115156,1.18849,"Primary Amine",3037209,"C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N)NC(=O)[C@H](CN)O)O","58152-03-7",569.6,"(+4)","++++",0.833,3.75,"Primary Amine","Primary Amine","Antibiotic","Antibiotic","Aminoglycoside","Aminoglycoside",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Group 2","cation"
"Netilmicin","475.587","475.30059868","C21H41N5O7","false","74","33","11","8","3","0","2","0.9","8","12","0","199.73",0.276657339945148,"49.32","119.84","450.65","73.81","124.72","6.53","7.55","721.94","626.8","12.55","9.57","10.96","-0.59","High","-3.53","-19.11","-19.11","-19.11","-19.07","-18.82","-17.84","-15.4","-11.35",-9.742,"-7.33","-4.59","-3.68","-3.56","-3.65","-4.31","-6.23","40.33","(2R,3R,4R,5R)-2-{[(1S,2S,3R,4S,6R)-4-amino-3-{[(2S,3R)-3-amino-6-(aminomethyl)-3,4-dihydro-2H-pyran-2-yl]oxy}-6-(ethylamino)-2-hydroxycyclohexyl]oxy}-5-methyl-4-(methylamino)oxane-3,5-diol","CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O","InChI=1S/C21H41N5O7/c1-4-26-13-7-12(24)16(32-19-11(23)6-5-10(8-22)31-19)14(27)17(13)33-20-15(28)18(25-3)21(2,29)9-30-20/h5,11-20,25-29H,4,6-9,22-24H2,1-3H3/t11-,12+,13-,14+,15-,16-,17-,18-,19-,20-,21-/m1/s1","CIDUJQMULVCIBT-MQDUPKMGSA-N","netilmicin","netilmicin","56391-56-1","CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O","C21H41N5O7",475.58,8,0.0633067,0.87716,"Primary Amine",441306,"CCN[C@@H]1C[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N","56391-56-1",475.6,"(+4)","++++",0.538,4.14,"Primary Amine","Primary Amine","Antibiotic","Antibiotic","Aminoglycoside","Aminoglycoside",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Group 2","cation"
"Sisomicin","447.533","447.269298551","C19H37N5O7","false","68","31","11","6","3","0","2","0.89","8","12","0","213.72",0.327324521771093,"45.66","110.32","416.17","62.5","117.67","5.77","7.75","652.93","535.73","12.55","9.45","11.03","-0.56","High","-4.32","-19.69","-19.69","-19.69","-19.67","-19.52","-18.7","-16.26","-12.09",-10.43,"-7.94","-5.23","-4.44","-4.34","-4.44","-5.1","-7.02","41.09","(2R,3R,4R,5R)-2-{[(1S,2S,3R,4S,6R)-4,6-diamino-3-{[(2S,3R)-3-amino-6-(aminomethyl)-3,4-dihydro-2H-pyran-2-yl]oxy}-2-hydroxycyclohexyl]oxy}-5-methyl-4-(methylamino)oxane-3,5-diol","CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H]2O)OC[C@]1(C)O","InChI=1S/C19H37N5O7/c1-19(27)7-28-18(13(26)16(19)24-2)31-15-11(23)5-10(22)14(12(15)25)30-17-9(21)4-3-8(6-20)29-17/h3,9-18,24-27H,4-7,20-23H2,1-2H3/t9-,10+,11-,12-,13-,14-,15+,16+,17-,18-,19-/m1/s1","URWAJWIAIPFPJE-YFMIWBNJSA-N","sisomicin","antibiotic 6640; dehydrogentamicin cla; rickamicin; sisomycin; sissomicin","32385-11-8","CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H]2O)OC[C@]1(C)O","C19H37N5O7",447.526,6,0.129542,1.22426,"Primary Amine",36119,"C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N)N)O","32385-11-8",447.5,"(+5)","+++++",0.452,4.27,"Primary Amine","Primary Amine","Antibiotic","Antibiotic","Aminoglycoside","Aminoglycoside",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Group 2","cation"
"Tobramycin","467.52","467.259127791","C18H37N5O9","false","69","32","14","6","3","0","2","1.0","10","14","0","268.17",0.409338604551768,"45.42","106.69","423.5","69.72","103.99","5.66","6.86","655.13","531.19","12.53","9.42","10.96","-0.02","High","-6.48","-21.64","-21.64","-21.64","-21.62","-21.46","-20.62","-18.19","-14.07",-12.434,"-9.98","-7.38","-6.6","-6.5","-6.6","-7.28","-9.26","43.61","(2S,3R,4S,5S,6R)-4-amino-2-{[(1S,2S,3R,4S,6R)-4,6-diamino-3-{[(2R,3R,5S,6R)-3-amino-6-(aminomethyl)-5-hydroxyoxan-2-yl]oxy}-2-hydroxycyclohexyl]oxy}-6-(hydroxymethyl)oxane-3,5-diol","NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O","InChI=1S/C18H37N5O9/c19-3-9-8(25)2-7(22)17(29-9)31-15-5(20)1-6(21)16(14(15)28)32-18-13(27)11(23)12(26)10(4-24)30-18/h5-18,24-28H,1-4,19-23H2/t5-,6-,7+,8-,9+,10+,11-,12+,13+,14-,15+,16-,17+,18+/m0/s1","NLVFBUXFDBBNBW-PBSUHMDJSA-N","tobramycin","1-epitobramycin; 3'-deoxykanamycin B; TBM; Tobi; aktob; brulamycin; deoxykanamycin B; distobram; gernebcin; gotabiotic; nebcin; nebicin; nebramycin; nebramycin 6; nebramycin VI; nebramycin factir 6; nebramycin factor 6; nebramycin factor vi; nebramycin vi; obracin; obramycin; sprc-AB01; sulfate, tobramycin; sybryx; tenebrimycin; tenemycin; tobacin; tobracin; tobracin (TN); tobradex; tobradistin; tobralex; tobramaxin; tobramicin; tobramicina; tobramitsetin; tobramycetin; tobramycin; tobramycin (product); tobramycin (substance); tobramycin preparation; tobramycin product; tobramycin solution for inhalation; tobramycin sulfate; tobramycin sulfate (substance); tobramycin sulfate preparation; tobramycin sulphate; tobramycine; tobramycinum; tobrased; tobrasone; tobrex; tobrex (TN)","32986-56-4","NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O","C18H37N5O9",467.514,6,0.106741,1.17962,"Primary Amine",36294,"C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N","32986-56-4",467.5,"(+5)","+++++",0.428,4.23,"Primary Amine","Primary Amine","Antibiotic","Antibiotic","Aminoglycoside","Aminoglycoside",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Group 2","cation"
"Chloramphenicol","323.13","322.0123269","C11H12Cl2N2O5","true","32","20","2","6","1","1","0","0.36","3","5","0","112.7",0.291757274515895,"27.82","72.2","249.07","47.89","77.35","5.07","6.53","386.28","460.46","10.89","0.9","5.89","-3.21","High","0.88","-0.07","0.63","0.85","0.88","0.88","0.88","0.88","0.88",0.88,"0.88","0.87","0.83","0.58","0.12","-0.15","-0.67","18.32","2,2-dichloro-N-[(1R,2R)-1,3-dihydroxy-1-(4-nitrophenyl)propan-2-yl]acetamide","OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O","InChI=1S/C11H12Cl2N2O5/c12-10(13)11(18)14-8(5-16)9(17)6-1-3-7(4-2-6)15(19)20/h1-4,8-10,16-17H,5H2,(H,14,18)/t8-,9-/m1/s1","WIIZWVCIJKGZOK-RKDXNWHRSA-N","chloramphenicol","chloramex; chloramphenicol; chloramphenicolum; chlorocid; chlorocol; cloramfenicol; fenicol; globenicol; halomycetin; laevomycetinum; levomicetina; levomycetin; oleomycetin; sificetina; 氯霉素","56-75-7, 125440-98-4, 2787-09-9","OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O","C11H12Cl2N2O5",323.129,6,0.205359,0.97968,"No Amine",5959,"C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]","56-75-7",323.13,"(+/-)","+-",1,-3e-04,"No Amine","No Amine","Antibiotic","Antibiotic","Amphenicol","Amphenicol",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"No group","Zwitterion"
"Loracarbef","349.77","349.0829337","C16H16ClN3O4","true","40","24","3","4","3","1","2","0.31","3","5","0","112.73",0.264854451049033,"33.45","86.64","286.02","43.72","91.6","4.83","7.9","425.63","447.93","3.0","7.23","5.15","-4.05","Moderate","-2.4","-6.87","-5.01","-3.52","-2.68","-2.43","-2.4","-2.42","-2.58",-2.792,"-3.11","-3.55","-3.66","-3.71","-3.98","-4.44","-4.74","24.73","(6R,7S)-7-[(2R)-2-amino-2-phenylacetamido]-3-chloro-8-oxo-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1","InChI=1S/C16H16ClN3O4/c17-9-6-7-10-12(15(22)20(10)13(9)16(23)24)19-14(21)11(18)8-4-2-1-3-5-8/h1-5,10-12H,6-7,18H2,(H,19,21)(H,23,24)/t10-,11+,12-/m0/s1","JAPHQRWPEGVNBT-UTUOFQBUSA-N","loracarbef","loracabef; loracarbef; loracarbefum; 氯碳头孢","76470-66-1","N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1","C16H16ClN3O4",349.769,4,0.0686433,0.787788,"Primary Amine",5284585,"C1CC(=C(N2[C@H]1[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)Cl","76470-66-1",349.77,"(-1)","-",0.597,-0.6,"Primary Amine","Primary Amine","Antibiotic","Antibiotic","Cephm","Cephm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Group 1","Anion"
"Ertapenem","475.52","475.141321331","C22H25N3O7S","true","58","33","6","7","4","1","3","0.45","5","8","0","156.27",0.256841378630245,"46.14","121.8","400.25","62.49","128.64","6.17","8.96","608.43","609.95","3.51","7.97","3.76","-4.01","Moderate","-3.27","-6.05","-5.15","-4.24","-3.51","-3.27","-3.9","-4.85","-5.79",-6.102,"-6.57","-7.2","-7.45","-7.49","-7.51","-7.64","-8.17","27.44","(4R,5S,6S)-3-{[(3S,5S)-5-[(3-carboxyphenyl)carbamoyl]pyrrolidin-3-yl]sulfanyl}-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid","C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(S[C@@H]3CN[C@@H](C3)C(=O)NC3=CC=CC(=C3)C(O)=O)=C(N2C1=O)C(O)=O","InChI=1S/C22H25N3O7S/c1-9-16-15(10(2)26)20(28)25(16)17(22(31)32)18(9)33-13-7-14(23-8-13)19(27)24-12-5-3-4-11(6-12)21(29)30/h3-6,9-10,13-16,23,26H,7-8H2,1-2H3,(H,24,27)(H,29,30)(H,31,32)/t9-,10-,13+,14+,15-,16-/m1/s1","JUZNIMUFDBIJCM-ANEDZVCMSA-N","ertapenem","ertapenem","153832-46-3","C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(S[C@@H]3CN[C@@H](C3)C(=O)NC3=CC=CC(=C3)C(O)=O)=C(N2C1=O)C(O)=O","C22H25N3O7S",475.515,7,0.0699567,1.10508,"Secondary Amine",150610,"C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)[C@@H](C)O","153832-46-3",475.5,"(-1)","-",1,-1.21,"Secondary Amine","Secondary Amine","Antibiotic","Antibiotic","Penem","Penem",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Imipenem","299.35","299.093977213","C12H17N3O4S","true","37","20","3","6","2","0","2","0.58","4","6","0","113.72",0.292159079231323,"28.55","86.14","252.41","38.3","85.5","4.09","8.58","389.24","482.09","3.72","11.8","7.92","-2.3","High","-3.8","-6.72","-5.79","-4.96","-4.4","-3.95","-3.82","-3.8","-3.8",-3.8,"-3.8","-3.8","-3.8","-3.86","-4.2","-4.95","-5.55","23.54","(5R,6S)-6-[(1R)-1-hydroxyethyl]-3-[(2-methanimidamidoethyl)sulfanyl]-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid","C[C@@H](O)[C@@H]1[C@H]2CC(SCCNC=N)=C(N2C1=O)C(O)=O","InChI=1S/C12H17N3O4S/c1-6(16)9-7-4-8(20-3-2-14-5-13)10(12(18)19)15(7)11(9)17/h5-7,9,16H,2-4H2,1H3,(H2,13,14)(H,18,19)/t6-,7-,9-/m1/s1","ZSKVGTPCRGIANV-ZXFLCMHBSA-N","imipenemum","imipenem anhydrous; imipenemum","64221-86-9","C[C@@H](O)[C@@H]1[C@H]2CC(SCCNC=N)=C(N2C1=O)C(O)=O","C12H17N3O4S",299.346,7,0.110536,0.885054,"No Amine",104838,"C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O","64221-86-9",299.35,"(+/-)","+-",1,4e-04,"Amidine","Other","Antibiotic","Antibiotic","Penem","Penem",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Group 2","Zwitterion"
"Meropenem","383.46","383.151492091","C17H25N3O5S","true","51","26","6","5","3","0","3","0.71","3","6","0","110.18",0.208899759209753,"37.88","97.89","336.67","56.14","104.06","5.62","7.5","527.43","520.57","3.73","8.39","6.11","-2.34","High","-4.36","-10.1","-8.36","-6.54","-5.19","-4.53","-4.37","-4.36","-4.37",-4.414,"-4.48","-4.92","-5.31","-5.4","-5.41","-5.42","-5.45","27.42","(4R,5S,6S)-3-{[(3S,5S)-5-(dimethylcarbamoyl)pyrrolidin-3-yl]sulfanyl}-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid","C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)=C(N2C1=O)C(O)=O","InChI=1S/C17H25N3O5S/c1-7-12-11(8(2)21)16(23)20(12)13(17(24)25)14(7)26-9-5-10(18-6-9)15(22)19(3)4/h7-12,18,21H,5-6H2,1-4H3,(H,24,25)/t7-,8-,9+,10+,11-,12-/m1/s1","DMJNNHOOLUXYBV-PQTSNVLCSA-N","meropenem","MEPM; antibiotic SM 7338; meropenem; meropenem (product); meropenem (substance); meropenem anhydrous; meropenem preparation; meropenemum; merrem I.V.","96036-03-2","C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)=C(N2C1=O)C(O)=O","C17H25N3O5S",383.462,5,0.269672,1.11702,"Secondary Amine",441130,"C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)N(C)C)C(=O)O)[C@@H](C)O","96036-03-2",383.5,"(+/-)","+-",0.908,-0.09,"Secondary Amine","Secondary Amine","Antibiotic","Antibiotic","Penem","Penem",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"Group 2","Zwitterion"
"Tomopenem","537.64","537.236953049","C23H35N7O6S","false","72","37","7","8","4","0","4","0.7","6","10","0","192.39",0.258776531353402,"52.49","147.22","470.44","79.01","136.05","7.11","9.89","743.46","729.82","3.82","11.2","9.5","-3.1","High","-5.46","-16.71","-14.33","-11.92","-10.14","-9.0","-8.17","-7.22","-6.29",-6.03,"-5.64","-5.46","-5.46","-5.64","-6.26","-6.98","-7.27","37.77","(4R,5S,6S)-3-{[(3S,5S)-5-[(3S)-3-(2-carbamimidamidoacetamido)pyrrolidine-1-carbonyl]-1-methylpyrrolidin-3-yl]sulfanyl}-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid","C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(S[C@H]3C[C@H](N(C)C3)C(=O)N3CC[C@@H](C3)NC(=O)CNC(N)=N)=C(N2C1=O)C(O)=O","InChI=1S/C23H35N7O6S/c1-10-17-16(11(2)31)21(34)30(17)18(22(35)36)19(10)37-13-6-14(28(3)9-13)20(33)29-5-4-12(8-29)27-15(32)7-26-23(24)25/h10-14,16-17,31H,4-9H2,1-3H3,(H,27,32)(H,35,36)(H4,24,25,26)/t10-,11-,12+,13+,14+,16-,17-/m1/s1","KEDAXBWZURNCHS-GPODMPQUSA-N","tomopenem","tomopenem","222400-20-6","C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(S[C@H]3C[C@H](N(C)C3)C(=O)N3CC[C@@H](C3)NC(=O)CNC(N)=N)=C(N2C1=O)C(O)=O","C23H35N7O6S",537.632,9,0.0793919,1.17275,"Tertiary Amine",9809656,"C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](N(C3)C)C(=O)N4CC[C@@H](C4)NC(=O)CN=C(N)N)C(=O)O)[C@@H](C)O","222400-20-6",537.6,"(+1)","+",0.7098,0.71,"Tertiary Amine","Tertiary Amine","Antibiotic","Antibiotic","Penem","Penem",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Group 2","cation"
"Cefetamet","397.42","397.051460951","C14H15N5O5S2","true","41","26","2","5","3","1","3","0.36","3","8","0","147.21",0.323702091166964,"35.52","94.18","308.23","51.21","101.49","5.42","7.6","454.77","568.67","2.91","3.69","3.28","-4.04","Moderate","-0.61","-3.51","-2.1","-1.2","-0.61","-0.81","-1.64","-2.56","-3.21",-3.282,"-3.39","-3.42","-3.45","-3.7","-4.63","-5.75","-6.71","22.78","(6R,7R)-7-[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetamido]-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(C)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1","InChI=1S/C14H15N5O5S2/c1-5-3-25-12-8(11(21)19(12)9(5)13(22)23)17-10(20)7(18-24-2)6-4-26-14(15)16-6/h4,8,12H,3H2,1-2H3,(H2,15,16)(H,17,20)(H,22,23)/b18-7-/t8-,12-/m1/s1","MQLRYUCJDNBWMV-GHXIOONMSA-N","cefetamet","cefetamet","65052-63-3","CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(C)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1","C14H15N5O5S2",397.429,5,0.125208,0.993837,"No Amine",5487888,"CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/C3=CSC(=N3)N)SC1)C(=O)O","65052-63-3",397.4,"(-1)","-",1,-1,"No Amine","No Amine","Antibiotic","Antibiotic","Cephm","Cephm",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
